"A project manager in an organization that uses traditional project management is assigned to an ongoing project. Recently, the organization has started to use agile methodologies for projects. The project manager hears that some team members think key subject matter expertise is missing and that the team does NOT collaborate enough.  
   
How should the project manager respond to these team members' concerns? 

A: Employ third-party specialists to fill the knowledge gap. 
B: At the next standup meeting, emphasize the importance of collaboration to the entire team. 
C: Add cross- Functional internal resources and explain their value to the team. 
D: Start using Kanban boards instead of Gantt charts so that work co-dependencies become obvious to everyone. ","C - FEEDBACK: Agile projects require ""T"" shaped team members. That is, individuals who are cross- Functional and understand the importance and value of collaboration across functional areas. In this case, the team needs the addition of skilled resources and people who collaborate."
"During a technical project, a well-liked project member is reassigned to a different project. The team has expressed disapproval regarding the reassignment. 
   
What action can help mitigate the team's disapproval? 

A: Notify the project sponsor regarding the team’s disapproval and brainstorm a response. 
B: Employ leadership and emotional intelligence tools and techniques to inspire the team to continue working. 
C: Add a resource with the same skills to replace the key team member.  
D: Schedule a team-building day to keep the team happy. ",B - FEEDBACK: The project manager should know how to handle key personnel changes and keep the team motivated and productive.
"A new resource joins a working project team and is assigned to a small project that is critical to a larger program milestone. Unfortunately, the new resource is under-skilled and very nervous. The team dynamic has become awkward, and work has slowed on the small project. 
   
Which are two possible ways for the project manager to handle this situation? (Choose TWO). 

A: Assess the new resource’s communication skills to evaluate their ability to perform acceptably as part of the project team. 
B: Talk with the new resource about their skills and then determine how they can contribute to the project. 
C: Privately ask the project management office (PMO) to assign a different resource with better skills.  
D: Meet with the functional manager of the new resource to understand their background better. 
E: Solicit the team about integrating and coaching the new team member.","B, E - FEEDBACK: Without seeing performance first-hand, there is no available proof to the hearsay. Therefore, meet with the new resource to learn about their qualifications for work and introduce them to the team as you would with any other new resource."
"On an agile team, staff members from various organizational departments rotate in and out, to augment the team.  
  
How can the project manager help shield the permanent team members from disruption? 

A: Give them authority to assign tasks to the rotating members. 
B: Ask staff leaving the project to pick members who deserve recognition. 
C: Give them higher priority to choose which tasks they work on. 
D: Require staff leaving the project to run a knowledge-sharing workshop. ",D - FEEDBACK: Loss of skills is one of the most disruptive factors to a team. Knowledge-sharing workshops would mitigate this and help develop the team to be more cross- Functional.
"Before the next iteration begins, project team B meets about an unexpected challenge which threatens to delay the current phase. The task in the next iteration CANNOT be completed because of this challenge. Another team within the project is depending on timely completion of Task 1 in order to fulfill their work. 
   
How should the project manager resolve this issue? 

A: Meet with both teams separately and ask them to figure out a way to meet the required deadlines and complete the project on time. 
B: Meet with the product owner to prioritize the iteration backlog, so that it does NOT impact other teams or obligations. 
C: Increase the number of team members for the project team and increase the iteration length, ensuring that the work will be completed according to schedule. 
D: Let team members know you want them to do their best under difficult circumstances, and make sure to note the iteration's challenges in the next retrospective. ","B - FEEDBACK: In agile or adaptive environments, the product owner and the team should prioritize and reprioritize tasks they know will or might impact other work. Always consider risk exposure when prioritizing tasks."
"During a meeting, a project manager learns that a business result needs to be delivered in four (4) weeks, although the original schedule stated sixteen (16) weeks. The project manager also hears that there is NO available technical resource. The project manager knows the technical resource manager because they worked together on a previous project. 
   
What is the first thing the project manager should do? 

A: Notify the project sponsor about the lack of a technical resource.  
B: Immediately escalate the issue to decision makers in the organization.  
C: Check with the technical resource manager to see if there is an available technical resource. 
D: Hire an outside party to meet the need for a technical resource. ",C - FEEDBACK: The project manager should first confirm with the technical resource manager whether a resource is available.
"A project manager in a virtual team realizes, during the third iteration of product development, that the team dashboard that shows progress on work is faulty and is NOT showing updates. 
   
Which action should the project manager take? 

A: Keep the team working and send daily email updates to the team.  
B: Rank the need to fix the dashboard according to the business value for upcoming iterations. 
C: Get the dashboard fixed.  
D: Document the issue as a new project risk and propose a solution.  ","C - FEEDBACK: In an agile virtual team, the project manager needs to keep work visible so that the team can see progress. This is essential. Changing the way the team works together in the middle of a project can be very disruptive. In this case, they are lucky that a problem did NOT arise. The project manager needs to protect the team against impediments and allow them to focus on their work."
"Project D is working virtually because of a recent natural disaster. Several activities are delayed because a project team member has NOT been working for the past week. This impacts the critical path. 
   
How should the project manager respond to this problem? 

A: Obtain a new resource to complete the needed tasks until you can speak to the team member directly. 
B: Discuss the situation with the team member’s functional manager and enable them to manage the team member. 
C: Remind the team member about responsibility and accountability.   
D: Ask a team member who knows this person well to try and find the missing team member and report back. ","A - FEEDBACK: The team member has been away from work after a natural disaster. In addition to that, the team is working virtually, so communication is already different than when everyone was co-located in the office. Empathy is required here. Take action without being intrusive or asking others to intervene. There could be many reasons for the absence, and while the team member is your responsibility, completing the project work is your first priority."
"During an iteration, a project team working in country B encounters problems that may cause a delay in completion of task B. Teams in country A need task B to be completed on time in order to meet their schedules. These teams work together virtually.  
   
What can the project manager do to resolve this problem? 

A: Ask the team in country B to work harder to complete on time, in order to avoid delaying the work of other teams. 
B: Ask the teams to collaborate virtually to find a solution to avert the potential delay. 
C: Increase the iteration length, and add additional resources to the project team, so that they can meet the appropriate deadlines. 
D: Ask team members to perform to the best of their abilities during the iteration and engage in a retrospective after completion of the iteration. ","B - FEEDBACK: “May cause a delay” does NOT mean the task completion will be delayed. To improve the probability of success, the team should collaborate and find a solution. They know their work best, and despite working virtually, they should be able to find a solution."
"A new project manager needs to deliver a high-stakes agile project. The vendor working with the team is in another country. Though this vendor has delivered excellent quality work on time in the past, they are currently behind schedule. The team explains to the project manager that their attempts to get the vendor back on schedule have failed. They have sent emails and phoned, but the vendor only gives vague, noncommittal responses. The product owner insists that this vendor is essential to the success of the project and an important partner of the business. 
   
Which action should the project manager take? 

A: Contact the vendor and be direct about the consequences of their actions and delays 
B: Create a virtual workspace for the team so that everyone is aware of and accountable for their tasks and aware of due dates. Include the product owner. 
C: Work with procurement to amend the vendor’s service agreement, with specific terms and conditions for work.  
D: Ask the product owner to use personal influence to get the vendor back on schedule.  ","B - FEEDBACK: Communication in virtual teams can be challenging. Being direct may NOT leave a good first impression and revising a service agreement may be perceived as hostile by the vendor. This vendor is critical to the success of the project and important to the business, and the team may be getting demoralized by their unsuccessful attempts to manage the vendor. Be attentive of these factors using active listening and emotional intelligence. Creating a workspace that enables everyone on the project team to see the project work and be accountable for delivering their work on time is the best option here. Including the product owner in the virtual work space as an informed party is wise."
"A longstanding, key team member in a virtual team has been unmotivated for weeks after the death of a family member. Because of this, several project activities are behind schedule, impacting the project’s critical path. 
   
 How should the project manager handle this situation? A: Replace the team member. B: Discuss the situation with the team member and work with them to identify a workable solution. C: Escalate this situation as an HR issue and ask other team members to work overtime. D: Ask the functional manager for additional support on the project, including assignment of a new resource. E: ","B - FEEDBACK: A project manager is a servant leader. Servant leadership means listening and acting with empathy. Especially in virtual teams, facilitating servant leadership can be a challenge. Replacing the key team member is a unilateral action that project team members and others may perceive as drastic, considering the circumstances. Asking others, such as HR or the functional manager, to intervene is a good idea, but the team member should be consulted first, and asking the team to work overtime is always a gamble. Given all of this, the project is the priority here. Speak with the team member first, using emotional intelligence and empathy, but with a firm approach to completion of work as a priority."
"Several items remain in the Kanban blocked column despite the team's efforts to resolve the issues. The retrospective reveals that all of the impediments relate to mandatory corporate business processes, which introduce wait times. 
  
 What should the project manager do next? A: Act as a servant leader to resolve the pending business process issues while the team attends a team-building event.  B: Dedicate the next iteration to team training on the business processes to help them work more autonomously.  C: Work with process owners to streamline procedure and secure the team coaching on the processes.  D: Work with the team to increase the story point estimates in the backlog to account for the business process delays.  
 

  E: ","C - FEEDBACK: The servant leader should work within the organization to simplify processes affecting the team as much as possible. However, large companies typically need internal processes, so these can rarely be eliminated altogether."
"Several items remain in the Kanban blocked column despite the team's efforts to address them. The retrospective reveals that all the impediments can be traced back to a particular department head. Previously, the project manager has tried to educate this stakeholder, but they still show resistance. 
  
 What should the project manager do next? A: Ask the department head for budgetary compensation proportional to the delays incurred due to lack of cooperation. B: Use stakeholder analysis to identify an aligned senior stakeholder to influence the department head.  C: Ask the team members to find other stakeholders who can help work around the department head's barriers.  D: Set up an information radiator, ranking stakeholders according to their active support of the project goals.
 

  E: ","B - FEEDBACK: If stakeholders remain resistant despite the project manager's efforts, then escalation may be required."
"Several unforeseen impediments suddenly appear on the Kanban board in a hybrid project. Each team member has reported one or more different problems relating to a regulatory specification issued by the predictive track. 
  
 Which parameter is likely to be highest in the risk assessment? A: Manageability  B: Dormancy  C: Connectivity  D: Controllability    E: ","C - FEEDBACK: The risks are all related to a common source—the specification—so connectivity ranks high per the definition ""Where a risk is connected to many other risks, connectivity is high"". Manageability and controllability are INCORRECT because the risk factor depends on an external regulator. Dormancy is low because the risks were detected immediately after the specification was issued."
"A project manager is preparing the charter for a project. The project aims to automate 30 percent of the company’s product testing. The project sponsor advises the project manager to assign senior test engineers to identify the tests that can be automated. 
   
 The test department manager, however, is NOT cooperative because they believe that the project will lead to downsizing in their department. 
   
 Which two actions are suitable in this scenario? (Choose TWO.) A: Have a meeting with the test department manager to discuss mutual expectations.  B: Request for the project sponsor to provide a rationale for test automation. C: Present data-driven, cost-benefit evidence of test automation to the test department manager. D: Raise the risk that the senior testing engineers will NOT be available for the testing. E: Work with the project sponsor to create a project charter that the test department manager will NOT perceive as threatening.","A,C - FEEDBACK: In this scenario, the project manager’s first action is to attempt to make the stakeholder cooperative with the project. One way of doing this is presenting the data that supports the business decision."
"Project manager A identifies three critical risks with probability of a high impact on the schedule and budget of project A—this project is producing critical deliverables for the company.  
   
 The team meets to devise a solution for the risks and decides that three specific resources will be required to address the risks. However, these resources are already committed to a separate project, which is managed by project manager B. 
   
 Which party should the project manager work with first to find a solution? A: The project team members – to assist in training the new team members quickly so they can complete work on time B: The project sponsor – to request more funding for the budget in order to hire contractors C: The three resources – to convince them to join the team or, at least, agree to coach the existing team D: Project manager B – to negotiate reallocation or sharing of the three required resources E: ","D - FEEDBACK: Project manager B has the authority to reschedule or reallocate the resources, once it will NOT jeopardize project B. Going directly to the resources themselves undermines the functional manager, so this is unethical. The resources have been identified as the solution to the problem, so it is best to attempt to make this solution work first. The other options of the project sponsor and working with project team members would be secondary and tertiary options which would probably NOT work as well."
"A customer is NOT satisfied with the delivered product, saying that it was NOT what they expected. The project manager is surprised, because the agile development team delivered the product several iterations early. 
   
 What is one way that the project manager could have avoided this result? A: Required team sign off for each of the changes to the requirements  B: Set aside more resources for product testing after making changes  C: Ensured that the customer was aware of the value of demos and the approval process for the deliverable D: Ensured that the development team fully participated in the iteration review, by explaining and answering questions    
 

  E: ",C - FEEDBACK: The customer was NOT engaged enough in the project. The iteration review is the best mechanism for the team to demonstrate the product and for the customer to give feedback to ensure that expectations are met and that final stakeholder approval will be given.
"A key stakeholder voices a concern during the planning stage about whether the available resources are adequate to meet the objectives of the project. After further discussion about the requirements and the number of resources identified, the project manager is hesitant about the original plan. 
   
 Which two steps should the project manager take next? (Choose TWO.) A: Review the bounds of the negotiations for stakeholder agreement.  B: Determine the project's ultimate objectives after carefully evaluating project priorities. C: Engage in negotiations for more resources.  D: Ensure that the impact of the shortage of required resources is fully documented. E: Re-evaluate the project objectives, review the planned activities, and recalculate the resource needs.","C,E - FEEDBACK: In this case, the stakeholder’s concern should be researched before any action is taken. Once the project manager has determined the correct number and type of resources for the project, then they should use negotiation skills to achieve the proper support for the work of the project and its outcome."
"A contractor has sent an email request for urgent payment of their last invoice on a project that is going through a long execution stage with multiple contractors. 
   
 How should the project manager respond to this contractor's request? A: Negotiate payment terms through a meeting with procurement and the contractor.  B: Authorize the payment by notifying accounts payable and follow up to ensure it was made.  C: Act according to the agreed-upon commitments in the procurement management plan and the signed agreement/contract.  D: Authorize payment only after reviewing forecast spend versus actual spend to see if the actual status allows it.    
 

  E: ",C - FEEDBACK: Even an inexperienced project manager should understand that terms and conditions should be agreed before engaging a contractor to actually do project work. The procurement plan and the agreement/contract hold all data reference contracts and are the sources to guide payment activities.
"The sales and marketing director at company A reports a 40% drop in revenue and significant increase in returns for Widget version 6.0. Customers are complaining directly to customer service and the social media teams report a high rate of negative feedback. 
 

 The project team is already working on Widget version 6.1., which is a small set of upgrades and bug fixes. The director gets in touch with the team, requesting a full disclosure of the version 6.0 and 6.1 requirements. 
 

 How should the project manager interact with this stakeholder? A: Remind them that they were consulted about the agreed product requirements for versions 6.0 and 6.1; also remind the stakeholder and that the responsible and accountable stakeholders approved version 6.0 before release. B: Review the customer and market research—both qualitative and quantitative—that supported the business case for the 6.0 project. Begin by discussing the stakeholder’s role in the research. C: Let them know that you also are disappointed, but this risk was documented and listed as a probable customer/market reaction for a major version release.     D: Ask the team to perform the final demo for version 6.0 again for the director’s information.  
 

  E: ","B - FEEDBACK: The director is understandably concerned, given the negative performance of version 6.0 in the customer market. Base your interactions in a shared sense of responsibility for the failure, whether it is a real failure, whether it was predicted or probable, or whether it is a temporary or unexpected event. Avoid performing actions again that your team already made; likewise, avoid being defensive by reminding them that they had a role in approving a failed product. Neither of these will help the company achieve its strategic goals—which is what both parties are supposed to be committed to doing."
"A project has a quality management plan in place. 
   
 This plan states that project deliverables must be reviewed for quality at least five (5) business days before the deadline. Four deliverables have failed the quality requirement. 
   
 What should the project manager do? A: Generate a cause-and-effect diagram for analysis.  B: Rewrite relevant portions of the quality management plan.  C: Inquire regarding the feasibility of an internal audit of the project.  D: Contact the project sponsor and request advice.    E: ","A - FEEDBACK: Cause-and-effect diagrams break down the causes of the problem into discrete branches, helping to identify the main or root cause."
"The project sponsor is NOT convinced that an agile track should be used in a new R&D project because the company needs to be certain that specific features will be ready for mass production by a specific date. 
  
 Which three agile methods can ensure that the sponsor's needs can be fulfilled in a hybrid project approach? (Choose THREE.) A: A product roadmap can provide a detailed breakdown  B: Requirement priorities are confirmed at each iteration   C: Incremental development reduces risk of quality delays  D: Impact mapping can be used to group related stories  E: Stories can be broken down into granular epics","B,C,D - FEEDBACK: Valid agile methods to secure on-time delivery include backlog reprioritization at every sprint, impact mapping for feature-level view, and incremental testing to secure progressive development. Roadmaps and epics are high-level, NOT detailed views—so these will NOT work."
"A project manager observes that team members are in a low mood after demos. Feedback from stakeholders is constantly causing concern for the team. As a result, the team rushes through product demos, and the interaction between the team and stakeholders is minimal. 
 

 Which action should the project manager take? A: Meet with the stakeholders and find out the root cause of their feedback. Work with the stakeholders to rectify the problems. B: Verify that the project requirements are suitable and that the team members can do the work. C: Coach the team to be more confident in their work and communicate properly with the stakeholders. D: Consult the stakeholder matrix and identify whether any of these people are known to be difficult.  
 

  E: ","C - FEEDBACK: Leading the team means understanding how they can best be successful. In this case, they are NOT communicating well with project stakeholders and risk becoming demoralized. You should perceive this behavior as a risk to the project, caused by poor communication. You will already have verified the requirements and determined that your resources are adequate. Whether or not a stakeholder is difficult, your team needs to be able to perform. If you choose to work directly with the stakeholders, then you are undermining your team. Coach the team members on how to work better with the stakeholders."
"The IT department of a glassware manufacturer enthusiastically approved the agile team's mid-project demo of quality-checking software for assembly line workers. However, the final product was considered UNUSABLE because the workers’ gloves are too thick to press the machinery’s small buttons. 
  
 What should the project manager do to avoid this kind of failure in the future? A: Contract directly with the customer department that defines the product requirements.   B: Ensure that all software releases include adjustable accessibility features.  C: Create a realistic simulation of end-user conditions for developers testing the software.  D: Plan for end users to test prototypes and incremental releases in their production environments. E: ","D - FEEDBACK: Requirements and feedback from actual end users CANNOT be replaced by organizational structures, simulations, or generalized feature sets (accessibility). Contracting with the end-user department would NOT be appropriate either, as they would NOT have expertise, norms, and assets relating to how the software integrates into the larger IT environment."
"The agile team sometimes has idle periods while awaiting a product director to inform the product owner on new goals. The decisions depend on analysis of market research.  
  
 Which measure could reconcile the needs of the director and the agile team? A: Plan team training events to coincide with the anticipated idle periods. B: Run market research spikes to update the director after clearing the backlog. C: Eliminate slack by reducing the team size to smooth the output curve. D: Run team brainstorming sessions on new goals to suggest to the director.  E: ","B - FEEDBACK: Running market research spikes supports the product director and helps build and diversify team skills. If the team is idle, it means they are NOT working on stories/features in the backlog. Reducing output means negative productivity, and the team's ideas would NOT provide market facts needed to make informed product development decisions."
"An agile development team changes a design element in a project. Testing results improve dramatically over the next two iterations. At the third iteration retrospective, the product owner is unhappy to learn about the change to the original design and asks the team to redo the work based on the original design. 
  
 How can the project manager prevent such situations? A: Set out all decision path conditions in the ground rules and correct any deviations as early as possible. B: Request additional funding from the product owner for re-work due to lack of collaboration with the team. C: Ensure regular engagement with the product owner and run catch-up meetings if necessary. D: As servant leader, help the team to focus by removing all impediments.  E: ","C - FEEDBACK: The product owner has ultimate authority on the scope of the product. Thus, product owner engagement is critical when considering scope changes or any changes that may have an impact on the scope."
"A product owner repeatedly complains, saying that a function developed by the development team does NOT seem to align with the original design. 
   
 What will help to solve this issue? A: Ask the product owner to explain his point of view clearly to the team. B: Ask the quality assurance team to identify any mismatches in functionality compared to the initial design.  C: Ask the development team to rewrite the function so that it matches with the project scope.  D: Update the product owner twice per week on product development.    E: ",D - FEEDBACK: The product owner has already explained the requirements in the original design. The solution here is to keep the product owner updated on development so that the team can adjust their work if it goes out of scope.
"During a challenging stakeholder meeting, one stakeholder indicates that they will reject an iteration’s deliverable.  
   
 What should the project manager do? A: Send a request to the project sponsor, asking them to update the project charter then reassign the responsibilities and authorities.  B: Meet with the project team to add new and improved features to replace the features that were rejected.  C: Work with that stakeholder to understand their concerns and address these together with the team.  D: Request a private meeting with the stakeholder and a member of the project team to try and defuse the situation. E: ","C - FEEDBACK: The project manager and the team should work with the customer to identify the reasons for rejecting the deliverable. Iteration reviews are designed to show the customer what the team has produced in that iteration. This is a perfect opportunity for the customer to raise their concerns, ask questions, and request changes. However, when this is NOT possible, as in this case, then seek a deeper understanding of the objection or concern and address it with all parties."
"A team misunderstood one product functionality documented in an earlier stage of the project. During the current iteration, the functionality has NOT yet been developed, but a business representative has mentioned the deficiency. 
   
 How should the project manager proceed? A: The functionality was formally approved, so initiate the change management process B: Schedule a meeting to discuss and brainstorm the functionality with the project team and business representative. C: Ensure that the issue is addressed by escalating it to the project sponsor, who should discuss it with the representative. D: Continue with the current sprint, recognizing that the issue will be identified during the testing phase. E: ","B - FEEDBACK: As the functionality has NOT been built, the project manager should facilitate building common understanding and empowering the team to evaluate the impact of a possible change, thus avoiding re-work."
"A project team is working with an overseas contractor based in a country that has three official languages, and every contractor on the team is multilingual. Team meetings continue to be held in the commonly shared language, but during project work meetings, contractors speak to each other in a different language. 
 

 When the project manager brings this up in the next team meeting, the contractors express regret, but they explain that they work better when they can communicate freely with each other. 
  
 How should the project manager respond first? A: Require everyone to speak the same language all of the time, even though this will slow the pace of work. B: Escalate this as an issue to the human resources department. C: Obtain formal training or translation services. D: Let the team discuss language requirements and make ground rules for team communication. E: ","D - FEEDBACK: In this case, forcing the contractors to work less efficiently may jeopardize the project. Work with the whole team to find the best solution that will NOT jeopardize the project. Escalation is NOT required unless the team is unable to find a solution. Teams need to acknowledge the diversity of its members and promote an environment of inclusiveness. Each team is unique in its character, makeup, and tolerance levels, but the high-performing teams are self-aware. Commonly agreed ground rules always make together easier, especially in heterogeneous groups."
"A project manager with limited experience managing globally distributed team members is appointed to a project with team members who are all from another country and speak a different native language. 
  
 To successfully manage this project, the project manager needs to have cultural sensitivity.  
  
 What of the following actions should the project manager NOT take? A: Read books about cultural sensitivity in leadership.  B: Hire a professional coach to learn how to be a more successful leader.   C: Request a different assignment, citing the language barrier as an obstacle.   D: Enroll in language and culture lessons to learn about this country.    E: ","C - FEEDBACK: Great leaders have a growth mindset. Always aim to capitalize on cultural differences, focus on developing and sustaining the project team throughout the project life cycle, and promote working together interdependently in a climate of mutual trust. In this case, you can NOT assume that there is a language barrier, as the team members may be bilingual. This answer also does NOT demonstrate a growth mindset."
"A governmental anti-money laundering software project needs a solution to collaborate with a remote agile team of four (4) people in another country. Spontaneous verbal communication between the teams must be supported. All the remote team's workstations and Kanban boards must be visible at all times. 
 

 Which virtual team collaboration solution is most appropriate? A: Information radiator monitors B: On-demand video conferencing C: Workstation screen mirroring D: Always-on fishbowl windows     E: ","D - FEEDBACK: This is a project where confidentiality and security are critical—thus, permanent monitoring of remote resources is necessary. Only the fishbowl window solution would have the required field of view on a permanent basis. Radiators only display content, on-demand video conferencing would NOT be a permanent video feed, and mirroring only displays one (1) computer screen, NOT the environment."
"A financial software company serves stock markets worldwide. An experimental quality assurance project has agile teams working in three company offices: Seattle, Tokyo, and London. The teams work in two shifts in each location at the following times in each time zone: 
  
 Shift 1: 08: 00h to 16: 00h  
 Shift 2: 16: 00h – 0: 00h  
 

 Which collaboration method would ensure the fastest “follow-the-sun” problem resolution? A: Conduct Scrum-of-Scrum meetings daily in order: 
 1 Tokyo Shift 2 with London Shift 1 
 2 London Shift 2 with Seattle Shift 1 
 3 Seattle Shift 2 with Tokyo Shift 1 B: Run fishbowl windows during the overlapping shifts: 
 - London Shift 1 with Tokyo Shift 2  
 - Seattle Shift 1 with London Shift 2 
 - Tokyo Shift 1 with Seattle Shift 2 C: Conduct Scrum-of-Scrum meetings daily in order: 
 1 Seattle Shift 2 with London Shift 1 
 2 London Shift 2 -Tokyo Shift 1 
 3 Tokyo Shift 2 -Seattle Shift 1 D: Run fishbowl windows during the overlapping shifts: 
 - Tokyo Shift 2 with Seattle Shift 1  
 - London Shift 1 with Seattle Shift 2 
 - Tokyo Shift 1 with London Shift 2 E: ","B - FEEDBACK: The fishbowl window solution allows teams to interact in real time, thus allowing faster coordination and handling of issues. The shifts overlap in follow-the-sun order: Tokyo 2-London 1, London 2-Seattle 1, Seattle 2-Tokyo 1"
"Members of a virtual agile team are separated by seven (7) time zones. Daily meetings are too long, and the problem is made worse when laptop cameras switch between the speaking members. 
  
 Which two measures should the project manager take to achieve shorter, more efficient daily meetings? (Choose TWO). A: Use the iteration reviews to discuss the Kanban board. B: Require all members to stand during the full meeting. C: Place a single webcam to face the Kanban boards and teams. D: Ask the team members to raise blockers off-line.  E: Limit speakers to only members who have made progress.","B,C,D - FEEDBACK: Standing meetings limited to one webcam per group have been shown to reduce meeting times without losing efficiency."
"A company is constructing recycling plants in fifteen (15) countries around the world. The lead in the project management office (PMO) wants more timely progress reporting and experience sharing between project managers in each of the geographically distant projects. 
  
 Which two agile methods might the PMO use to fulfill this need? (Choose TWO). A: Definition of Done  B: Electronic Kanban board  C: Backlog refinement  D: Virtual daily standup meetings  E: 2-week retrospective","B,E - FEEDBACK: A Kanban board would provide timely progress reporting, and bi-weekly retrospective calls would be a forum for sharing recent experiences and lessons for improvement. The Definition of Done is wrong because it focusses only on completion criteria, while backlog refinement and Scrum of Scrums would only be valid if all PMs are working on a common product."
"A planned task in a sprint was nearly NOT completed because of an issue that appeared three (3) days prior but was NOT resolved. The team resolved it in the next daily standup meeting, but the project manager wants to prevent this type of situation in the future. 
   
 What should the project manager do? A: During the retrospective, examine the issue.  B: In the demo, address the issue.  C: During the next iteration planning meeting, discuss the issue.  D: Send an email to the team.    E: ","A - FEEDBACK: A retrospective is a great opportunity to talk about what went right, what went wrong, lessons learned, and what to improve for next time."
"A project manager went on a vacation and returned to discord. According to two stakeholders, stakeholder C is causing problems. Every day for the last two (2) weeks, stakeholder C sent an email to the team, checking progress and giving new instructions. The team ignored the emails and continued working, but the other stakeholders are concerned about stakeholder C’s behavior. 
 

 What should the project manager do? A: Instruct the two stakeholders to ignore stakeholder C, just as the team did.  B: Invite everyone to a meeting and work through the communication issue. C: Initiate a private conversation with stakeholder C and resolve this problem. D: Investigate the problem to find the root cause. E: ","D - FEEDBACK: Conflict situations require a cool, rational approach. Before you approach any party, aim to understand the facts and what is causing the problem."
"A frustrated agile team member approaches the project manager to complain that a senior team member is claiming all the “interesting” backlog items and leaving the tedious activities for everyone else.  
  
 How should the project manager address the complaint? A: Encourage the complaining member to take assertiveness training. B: Discuss the importance of fairness with the senior team member. C: Define a new rule so members can select an item on a rotating basis. D: Ask the team to define new ground rules for work distribution.  E: ","D - FEEDBACK: The conflict, based on a misunderstanding or an unstated assumption, is a sign that the team ground rules are incomplete. Agile teams should self-organize and collaborate to determine their own ways of working, so situations like this should really NOT arise often."
"The company has hired a new Architectural Excellence board with a mission to promote new programming paradigms. The agile team continues to work on new and existing software products. 
  
 How should the project manager deal with this new development? A: Inform the agile team that resulting changes will be postponed as long as possible. B: Be patient and wait until the board gives the team explicit instructions, then decide. C: Speak with the product owner to add this change to the backlog.  D: Negotiate a quiet period with the board to prevent disruption to the team's work E: ","C - FEEDBACK: An action needs to be taken in this scenario, NOT a deferral of any kind. The product owner needs to be involved, and this change needs to be added to the backlog. Backlog refinement is controlled by the product owner but requires a team effort. The product owner also can change the Definition of Done or include the changes in the acceptance criteria."
"A project manager develops a project management plan and schedule based on an agreed-upon project lifecycle of 16 months. Later, due to changing business requirements, the project sponsor requests completion within nine (9) months. 
   
 How should the project manager respond to this proposed change? A: Perform an impact evaluation of this change request and evaluate the change in scope. B: Work with key stakeholders and project team members to discuss the business requirements.  C: Modify the original project schedule to meet the revised deadline.  D: Meet individually with project team members to discuss which aspects of the project can be removed from the scope. E: ","A - FEEDBACK: To execute the project more quickly, the project team should discuss with the stakeholders if there can be any reduction of scope and find out the way to complete activities at the individual level within a shorter time, if possible."
"A project manager needs to ensure that the team delivers business value within the required timelines. The project manager recently learned that key stakeholders are worried that the current release plan will NOT meet urgent business needs.  
   
 How can the project manager effectively respond to stakeholder concerns? A: Renegotiate scope with the project sponsor after examining the work breakdown structure (WBS). B: Consult with the stakeholders and team members to identify the minimum viable product (MVP) needed for launch.  C: Determine the schedule performance index (SPI), then escalate the schedule risk to the project sponsor.  D: Monitor progress using a burndown chart after modifying the schedule baseline to meet stakeholder requirements. E: ",B - FEEDBACK: Defining the minimum viable product would allow the team to release business value within timelines by focusing only on the must-have items that the business stakeholders need.
"A customer indicates that they would like to add a functionality to a product in development. Although this request is made during the execution stage of the project, the project manager determines that the cost for the addition would be small. The additional functionality, if successful, would increase the opportunity for profit.  
   
 What should the project manager do next? A: Acknowledge that the functionality would offer a great opportunity but determine that the proposed addition is out of scope.   B: Submit a change request and then evaluate the impact to the project.  C: Move forward, using the project's management reserve to add the requested functionality.  D: Identify an already-developed feature that could be combined with the new functionality and use the combination to meet the customer's request.     
 

  E: ","B - FEEDBACK: If the customer asks the project manager to make a change, regardless of how small or little impact, the change needs to go through Perform Integrated Change Control. The first step would be to submit a change request and then analyze the impact."
"During one daily standup meeting, team members suggest that rework is being caused because there seems to be too much work.  
   
 How should the project manager respond to this? A: Try using a Kanban board for reviews.  B: Request that team members explicitly implement time boxing or spikes.  C: Replace the under-performing team members.  D: Investigate to determine whether this is a time or quality issue.    E: ","D - FEEDBACK: Rework can often be caused by trying to do too much in too little time—or it can be an issue of the quality of work. If time is the issue, then time boxing or spikes are great techniques to focus work efforts. If quality is the issue, then you need to assess resources, materials, skill level, and so on. But you need to understand what is causing the rework first."
"A project manager for a construction firm meets with stakeholders. All stakeholders agree on a 20-month lifecycle for a project. After work has begun, the project manager learns that stakeholders would like project completion within no more than 16 months. 
   
 Which step should the project manager NOT take? A: Negotiate with stakeholders to reduce project requirements.  B: Add team members to work more quickly. . C: Reduce the scope and crash the schedule.  D: Advise against modifying the timeline. E: ","C - FEEDBACK: If it is possible to reduce the requirements for a project with the sponsor and key stakeholders, this is preferred over crashing, fast-tracking, change-control, and other methods which will most likely increase risk and create issues with a shortened timeframe."
